t,y
0.0,1.0
0.1,1.0841470984807897
0.20236819103908682,1.1841470984807898
0.29055796899676256,1.28414709848079
0.3685238555880613,1.38414709848079
0.4389220339584783,1.48414709848079
0.503637932827738,1.5841470984807902
0.5640761341574307,1.6841470984807903
0.6213321120686588,1.7841470984807903
0.676301263046592,1.8841470984807904
0.7297534941573911,1.9841470984807905
0.7823892563957503,2.0841470984807904
0.8348872535094766,2.1841470984807905
0.8873852506232028,2.2830789958457363
0.940450034087396,2.3806263158336893
0.9943672234972558,2.4758555597056677
1.0414079696205174,2.5543894494663464
1.0838055856460995,2.62094070880709
1.1228035740597233,2.6782834911619338
1.1591744824803147,2.7282411924966197
1.1934343660086988,2.77210335235636
1.2259463638486692,2.8108309274341554
1.2569763181839522,2.8451685458523794
1.2867250460648667,2.875710795514718
1.3153482067641329,2.9029437542057863
1.3429691172432459,2.927272270423639
1.3696873361279895,2.949038599668625
1.3955845939196252,2.968535566209529
1.4207289966474246,2.9860161314200546
1.4451780709309303,3.001700530311391
1.468981010883266,3.0157817180741304
1.4921803626586945,3.0284296140992715
1.5148133050476267,3.0397944718252203
1.5369126350127356,3.050009600419294
1.558507534552456,3.059193596892987
1.5796241734325518,3.0674522019157893
1.600286187338482,3.0748798615424664
1.620515060526373,3.0815610554556865
1.6403304346078704,3.0875714370609324
1.6597503597378893,3.0929788198444808
1.6787915005542433,3.0978440364863298
1.6974693063211583,3.1022216914115748
1.715798152565661,3.106160823153229
1.733791459866034,3.109705489663087
1.7514617942135304,3.112895287248446
1.7688209524213312,3.115765811922029
1.7858800353253246,3.118349070481008
1.802649510956297,3.120673847471526
1.8191392694231723,3.122766033269948
1.8353586709026561,3.1246489177647407
1.8513165878599955,3.126343453511876
1.867021442411881,3.127868491731332
1.8824812395731083,3.129240994089731
1.8977035969937568,3.1304762228573146
1.9126957716858612,3.131587911723269
1.9274646841520728,3.1325884192920324
1.942016940259131,3.1334888670569114
1.9563588511426093,3.1342992634502207
1.9704964513836205,3.1350286153964944
1.9844355156608207,3.135685028643389
1.9981815740504558,3.136275798010669
2.0117399261220137,3.136807488578703
2.025115653956215,3.137286008732171
2.0383136341947887,3.1377166758804917
2.051338549217026,3.1381042755924202
2.064194897525993,3.1384531148071413
2.0768870034170743,3.1387670697169274
2.0894190259928473,3.1390496288561915
2.1017949675809304,3.1393039318777425
2.114018681605126,3.139532804448578
2.126093879954751,3.1397387896540296
2.1380241398923623,3.1399241762599854
2.149812910535999,3.140091024147791
2.1614635189485107,3.1402411872048583
2.172979175863429,3.140376333925632
2.184362981074087,3.1404979659520302
2.1956179285102753,3.1406074347595334
2.2067469110245677,3.140705956674436
2.2177527249085367,3.1407946263892104
2.22863807415737,3.1408744291262094
2.2394055744998607,3.1409462515849174
2.250057757209371,3.1410108917944077
2.260597072710128,3.1410690679805096
2.2710258939920744,3.1411214265462224
2.2813465198465024,3.1411685492540675
2.2915611779337453,3.141210959690183
2.301672027693391,3.1412491290819977
2.3116811631066922,3.1412834815341286
2.3215906153201544,3.14131439874068
2.331402355138649,3.1413422242263094
2.341118295395799,3.141367267163181
2.350740293208859,3.141389805806224
2.360270152124798,3.141410090584859
2.36970962416386,3.1414283468855553
2.3790604117664356,3.141444777556127
2.3883241696487034,3.1414595651596016
2.3975025065721365,3.1414728740026994
2.40659698703164,3.141484851961466
2.4156091328667797,3.1414956321243404
2.4245404248002744,3.1415053342709163
2.433392303907666,3.1415140662028262
2.442166173021834,3.141521924941539
2.4508633980757963,3.1415289978063763
2.459485309387027,3.1415353633847265
2.468033202886323,3.1415410924052396
2.4765083412940725,3.1415462485236993
2.4849119552466097,3.141550889030312
2.493245244375173,3.1415550654862625
2.5015093783398474,3.1415588242966175
2.5097054978207263,3.1415622072259364
2.5178347154684,3.141565251862323
2.5258981168157635,3.1415679920350708
2.533896761153013,3.1415704581905435
2.5418316823676066,3.1415726777304687
2.5497038897508575,3.1415746753164013
2.557514368772741,3.1415764731437408
2.565264081826406,3.141578091188346
2.5729539689438035,3.141579547428491
2.5805849484837666,3.1415808580446214
2.5881579177938088,3.1415820375991386
2.5956737538468295,3.141583099198204
2.603133313853871,3.141584054637363
2.6105374358539897,3.141584914532606
2.617886939282269,3.1415856884383246
2.6251826255169335,3.1415863849534715
2.6324252784064868,3.1415870118171036
2.639615664777734,3.1415875759943725
2.646754534925523,3.1415880837539145
2.6538426230849868,3.1415885407375024
2.660880647887028,3.1415889520227314
2.667869312797762,3.1415893221794375
2.6748093065425844,3.141589655320473
2.6817013035155104,3.1415899551474054
2.6885459641743936,3.1415902249916443
2.6953439354226036,3.1415904678514592
2.7020958509777193,3.1415906864252925
2.7088023317277603,3.1415908831417427
2.715463986075463,3.1415910601865478
2.7220814102710764,3.1415912195268723
2.728655188734139,3.1415913629331644
2.7351858943646623,3.1415914919988275
2.741674088844151,3.141591608157924
2.7481203229268414,3.141591712701111
2.7545251367215497,3.1415918067899793
2.7608890599644806,3.1415918914699605
2.7672126122833505,3.141591967681944
2.7734963034531495,3.141592036272729
2.7797406336438626,3.1415920980044354
2.7859460936604465,3.1415921535629714
2.792113165175357,3.1415922035656534
2.798242320953896,3.141592248568067
2.80433402507265,3.14159228907024
2.810388733131266,3.141592325522195
2.8164068924578127,3.141592358328955
2.8223889423079562,3.141592387855039
2.8283353140581706,3.1415924144285143
2.8342464313932036,3.141592438344642
2.840122710487992,3.141592459869157
2.8459645601842305,3.1415924792412206
2.8517723821617773,3.1415924966760778
2.8575465711050776,3.1415925123674495
2.8632875148647807,3.141592526489684
2.86899559461471,3.141592539199695
2.8746711850043516,3.1415925506387046
2.880314654307013,3.1415925609338133
2.8859263645637947,3.1415925701994114
2.891506671723522,3.1415925785384498
2.897055925778765,3.141592586043584
2.902574470898087,3.141592592798205
2.9080626455546357,3.141592598877364
2.9135207826512053,3.141592604348607
2.9189492096418843,3.1415926092727253
2.924348248650394,3.1415926137044323
2.9297182165852367,3.1415926176929685
2.935059425251742,3.141592621282651
2.940372181461126,3.141592624513365
2.945656787136645,3.141592627421008
2.950913539416945,3.141592630037887
2.9561427307566936,3.1415926323930776
2.9613446490245776,3.141592634512749
2.966519577598748,3.1415926364204534
2.971667795459796,3.1415926381373875
2.976789577281333,3.141592639682628
2.98188519351825,3.1415926410733443
2.9869549104927247,3.1415926423249894
2.9919989904780477,3.1415926434514696
2.9970176917803344,3.141592644465302
3.0020112688181833,3.1415926453777514
3.006979972200344,3.1415926461989554
3.011924048801456,3.1415926469380393
3.0168437418359098,3.1415926476032148
3.0217392909298955,3.141592648201873
3.0266109321916814,3.141592648740665
3.0314588982801824,3.141592649225578
3.036283418471865,3.1415926496619995
3.041084718726035,3.141592650054779
3.04586302174856,3.1415926504082803
3.0506185470540657,3.1415926507264316
3.055351511026654,3.141592651012768
3.060062126979181,3.1415926512704706
3.0647506052111417,3.141592651502403
3.0694171530651935,3.141592651711142
3.0740619749823597,3.1415926518990074
3.0786852725559526,3.141592652068086
3.0832872445842483,3.1415926522202566
3.0878680871219477,3.14159265235721
3.0924279935304577,3.1415926524804685
3.0969671545270283,3.141592652591401
3.1014857582327693,3.1415926526912403
3.105983990219585,3.1415926527810956
3.1104620335560518,3.1415926528619655
3.1149200688522654,3.141592652934748
3.1193582743036923,3.1415926530002527
3.1237768257340437,3.141592653059207
3.128175896637202,3.1415926531122653
3.132555658218227,3.1415926531600182
3.136916279433461,3.141592653202996
3.1412579270297605,3.1415926532416756
3.145580765582874,3.1415926532764873
3.149884957534991,3.141592653307818
3.1541706632314837,3.1415926533360152
3.1584380409568573,3.141592653361393
3.1626872469699365,3.141592653384233
3.1669184355383013,3.141592653404789
3.171131758971995,3.1415926534232894
3.1753273676565215,3.1415926534399397
3.179505410085151,3.141592653454925
3.1836660328905473,3.141592653468412
3.18780938087574,3.1415926534805503
3.191935597044454,3.1415926534914744
3.196044822630811,3.141592653501306
3.200137197128423,3.141592653510155
3.204212858318888,3.141592653518119
3.2082719422997057,3.1415926535252865
3.212314583511626,3.1415926535317373
3.216340914765445,3.141592653537543
3.2203510672682603,3.141592653542768
3.2243451706492006,3.1415926535474705
3.22832335298464,3.1415926535517027
3.2322857408229098,3.1415926535555116
3.2362324592085248,3.14159265355894
3.2401636317059253,3.1415926535620255
3.2440793804227557,3.1415926535648024
3.247979826032687,3.1415926535673013
3.251865087797793,3.1415926535695506
3.2557352835904907,3.141592653571575
3.2595905299150587,3.1415926535733965
3.2634309419287386,3.141592653575036
3.2672566334624302,3.1415926535765117
3.2710677170409928,3.14159265357784
3.2748643039031577,3.1415926535790355
3.2786465040210637,3.141592653580111
3.282414426119422,3.141592653581079
3.2861681776943206,3.1415926535819505
3.289907865031674,3.1415926535827348
3.293633593225332,3.1415926535834404
3.297345466194843,3.141592653584076
3.3010435867028978,3.1415926535846475
3.304728056372441,3.141592653585162
3.3083989757034726,3.1415926535856253
3.3120564440895417,3.1415926535860423
3.315700559833933,3.1415926535864176
3.3193314201655637,3.141592653586755
3.3229491212545894,3.141592653587059
3.326553758227727,3.1415926535873324
3.3301454251833023,3.1415926535875784
3.333724215206028,3.1415926535878
3.337290220381514,3.1415926535879994
3.3408435318105227,3.141592653588179
3.344384239622969,3.1415926535883405
3.34791243299167,3.1415926535884857
3.3514282001458584,3.1415926535886163
3.3549316283844512,3.141592653588734
3.35842280408909,3.14159265358884
3.3619018127369524,3.1415926535889356
3.3653687389133413,3.1415926535890213
3.368823666324053,3.1415926535890986
3.3722666778075365,3.141592653589168
3.3756978553468375,3.1415926535892305
3.379117280081343,3.141592653589287
3.3825250323183202,3.1415926535893375
3.3859211915442624,3.141592653589383
3.3893058364360398,3.141592653589424
3.3926790448718624,3.141592653589461
3.3960408939420588,3.1415926535894942
3.399391459959671,3.141592653589524
3.4027308184708747,3.141592653589551
3.406059044265224,3.1415926535895755
3.409376211385725,3.1415926535895973
3.4126823931387436,3.141592653589617
3.415977662103749,3.1415926535896346
3.419262090142896,3.1415926535896506
3.4225357484104504,3.1415926535896648
3.425798707362059,3.1415926535896777
3.4290510367638714,3.141592653589689
3.4322928057015085,3.1415926535896994
3.4355240825888904,3.1415926535897087
3.4387449351769184,3.141592653589717
3.441955430562018,3.1415926535897247
3.445155635194546,3.1415926535897314
3.4483456148870606,3.1415926535897376
3.4515254348224613,3.1415926535897434
3.4546951595619992,3.1415926535897483
3.4578548530531594,3.1415926535897527
3.4610045786374197,3.1415926535897567
3.464144399057887,3.1415926535897603
3.467274376466812,3.1415926535897634
3.4703945724329897,3.1415926535897665
3.473505047949041,3.141592653589769
3.4766058634385826,3.1415926535897714
3.479697078763286,3.1415926535897736
3.4827787532298267,3.1415926535897754
3.485850945596726,3.141592653589777
3.488913714081088,3.141592653589779
3.4919671163652346,3.1415926535897802
3.4950112096032364,3.1415926535897816
3.4980460504273463,3.141592653589783
3.501071694954336,3.141592653589784
3.5040881987917336,3.1415926535897847
3.507095617043971,3.1415926535897856
3.510094004318435,3.1415926535897865
3.5130834147314305,3.1415926535897873
3.5160639019140527,3.141592653589788
